image_name,image_idx,a,b,mse_err
D:/fivekdataset_big/input/train/a0170-IMG_0071.tif,169,2.125144546612836,0.23782295148173732,0.012675308201056843
D:/fivekdataset_big/input/train/a0171-kme_265.tif,170,1.9044861690880934,0.1258006467030679,0.011518939409273333
D:/fivekdataset_big/input/train/a0172-jmac_DSC3528.tif,171,2.2472035018223186,0.1725863989063875,0.01695632142947208
D:/fivekdataset_big/input/train/a0173-IMG_1653.tif,172,2.186563628259931,0.23804216598640937,0.013328939335464638
D:/fivekdataset_big/input/train/a0174-NKIM_MG_6678.tif,173,1.549419594627014,0.16004669079488168,0.021052019459528552
D:/fivekdataset_big/input/train/a0175-KE_-1376.tif,174,1.7783486459148423,0.15629564945485988,0.012371910093693645
D:/fivekdataset_big/input/train/a0176-jmac_DSC0547.tif,175,2.7368048352973187,0.17722519472372106,0.011879216863440503
D:/fivekdataset_big/input/train/a0177-dgw_078.tif,176,1.9286422131641938,0.2558511527826027,0.015884812491197303
D:/fivekdataset_big/input/train/a0178-20050330_200118__E6B2943.tif,177,1.7507364481151722,0.18935798146494234,0.006444273730272909
D:/fivekdataset_big/input/train/a0179-IMG_0006.tif,178,1.6500070388364914,0.1820132503228961,0.01789839667355805
D:/fivekdataset_big/input/train/a0180-kme_307.tif,179,1.615284307953764,0.15876106180383337,0.009212374079630183
D:/fivekdataset_big/input/train/a0181-IMG_0015.tif,180,1.9692505031098908,0.2509533691861008,0.031671448921136214
D:/fivekdataset_big/input/train/a0182-jmac_DSC2564.tif,181,1.798620089306413,0.16579533966389343,0.011630725992801096
D:/fivekdataset_big/input/train/a0183-07-06-02-at-07h15m59-s_MG_1347.tif,182,1.763613641890441,0.19544860728924943,0.008738325046018531
D:/fivekdataset_big/input/train/a0184-_DSC0097.tif,183,1.9088253472459549,0.1219676437083582,0.0062973087865838065
D:/fivekdataset_big/input/train/a0185-07-07-06-at-20h08m44s-_MG_2130.tif,184,1.6750759385375342,0.14413558470608245,0.007361750996806242
D:/fivekdataset_big/input/train/a0186-IMG_4587.tif,185,1.8781017963605582,0.14919768224903018,0.008402910778033196
D:/fivekdataset_big/input/train/a0187-IMG_3832.tif,186,1.952728649065466,0.13903441775290584,0.007260100934366588
D:/fivekdataset_big/input/train/a0188-IMG_0344.tif,187,1.9353942973703346,0.15999963011188081,0.006222877053434764
D:/fivekdataset_big/input/train/a0189-IMG_1799.tif,188,2.2513521472439395,0.17783457863735763,0.011321043275377118
D:/fivekdataset_big/input/train/a0190-dgw_034.tif,189,2.3651527346750894,0.23080225772249213,0.009036516322060324
D:/fivekdataset_big/input/train/a0191-jmac_DSC2666.tif,190,1.8216322618209484,0.10603117256944199,0.00821974936252048
D:/fivekdataset_big/input/train/a0192-_MG_7063.tif,191,1.4875101559866113,0.16292713686280094,0.011376808296809213
D:/fivekdataset_big/input/train/a0193-IMG_4321.tif,192,1.716547446538429,0.18791410472117737,0.008709447908299616
D:/fivekdataset_big/input/train/a0194-IMG_2736.tif,193,2.2377262776673557,0.14310312363184496,0.006750462228601159
D:/fivekdataset_big/input/train/a0195-_DGW6246.tif,194,2.23284714061983,0.2672843662298746,0.01642549472658973
D:/fivekdataset_big/input/train/a0196-2004-01-25+13-34-10+CRW_3079.tif,195,2.6134479093589285,0.12381858847326138,0.010753086588148815
D:/fivekdataset_big/input/train/a0197-Ja_Pe-32.tif,196,2.171340630191674,0.1652041576643638,0.021506791976440755
D:/fivekdataset_big/input/train/a0198-kme_134.tif,197,1.854189307656322,0.18876082626791263,0.014179411538977997
D:/fivekdataset_big/input/train/a0199-MB_060311_023.tif,198,1.8814603934541714,0.1591403521373997,0.011989359373869518
D:/fivekdataset_big/input/train/a0200-KE_-2669.tif,199,2.0089928288703165,0.18598819638141942,0.010537654835014948
D:/fivekdataset_big/input/train/a0201-MB_20030906_073.tif,200,1.9190221965376817,0.10490761697425827,0.014690382248334516
D:/fivekdataset_big/input/train/a0202-KE_-1498.tif,201,1.8148841977557433,0.3115307303156923,0.027534373222582658
D:/fivekdataset_big/input/train/a0203-07-06-01-at-15h10m04-s_MG_1303.tif,202,1.4040604970764168,0.25041379231406097,0.011818508010447686
D:/fivekdataset_big/input/train/a0204-_DSC3018.tif,203,1.7506819908040514,0.18197116591341536,0.024050696889413067
D:/fivekdataset_big/input/train/a0205-NKIM_MG_6466.tif,204,1.9406461874343055,0.177719584447561,0.01655654950737245
D:/fivekdataset_big/input/train/a0206-kme_576.tif,205,1.760300064390158,0.20654877405450808,0.027662022781525346
D:/fivekdataset_big/input/train/a0207-jmac_MG_7695.tif,206,1.8132624855649635,0.24162674245937996,0.00965192140710623
D:/fivekdataset_big/input/train/a0208-_DGW6392.tif,207,2.185372375535364,0.27358116202372984,0.018027511331603255
D:/fivekdataset_big/input/train/a0209-_DGW6273.tif,208,2.032989893674235,0.1611231385787618,0.007258543885380949
D:/fivekdataset_big/input/train/a0210-jmac_DSC0830.tif,209,1.906656067494903,0.18905778911723944,0.01189950950415663
D:/fivekdataset_big/input/train/a0211-IMG_0028.tif,210,1.9658765020609565,0.15407173622798473,0.01804674774153439
D:/fivekdataset_big/input/train/a0212-IMG_0358.tif,211,1.6824307103546956,0.17989196355741646,0.009368683626994187
D:/fivekdataset_big/input/train/a0213-kme_335.tif,212,1.9261335621044937,0.18126609971043878,0.010043442370609015
D:/fivekdataset_big/input/train/a0214-IMG_1676.tif,213,2.3799875872392486,0.20527856763267063,0.016190856626154965
D:/fivekdataset_big/input/train/a0215-IMG_1442.tif,214,1.7963371785275126,0.17228459336860438,0.010244686644650985
D:/fivekdataset_big/input/train/a0216-IMG_4476.tif,215,1.9740437385426877,0.2368942943768746,0.02156755750626263
D:/fivekdataset_big/input/train/a0217-_DGW6260.tif,216,1.785544067097017,0.17200336753573303,0.0192175608609698
D:/fivekdataset_big/input/train/a0218-kme_181.tif,217,2.062329528567853,0.2088253222179556,0.007572792072664636
D:/fivekdataset_big/input/train/a0219-WP_CRW_6890.tif,218,2.0695860964418658,0.18816879690153915,0.021092201871936177
D:/fivekdataset_big/input/train/a0220-LS051026_day_1_arive28.tif,219,2.037136339075635,0.18589114266540735,0.011507179601254278
D:/fivekdataset_big/input/train/a0221-NKIM_MG_3324.tif,220,2.644278857789434,0.06123396543910438,0.01489660529897011
D:/fivekdataset_big/input/train/a0222-NKIM_MG_2635.tif,221,1.6372594541595062,0.09417846823680698,0.008819080992322415
D:/fivekdataset_big/input/train/a0223-050816_115418__MG_4849.tif,222,2.5781010337023353,0.08838782601764872,0.014884813305154827
D:/fivekdataset_big/input/train/a0224-IMG_5820.tif,223,2.1671402169482694,0.15906422376738777,0.007274328767162686
D:/fivekdataset_big/input/train/a0225-dgw_127.tif,224,2.217754328039478,0.23764787111682953,0.012975757341574254
D:/fivekdataset_big/input/train/a0226-WP_CRW_4861.tif,225,1.7941363655083726,0.1339674928852263,0.011433115823652805
D:/fivekdataset_big/input/train/a0227-jn_20081025_Kent_Shelter_001.tif,226,1.6431629838669808,0.11241017978137016,0.012031786747446396
D:/fivekdataset_big/input/train/a0228-IMG_2688.tif,227,1.9965401306382855,0.12682042746664896,0.00961249727012269
D:/fivekdataset_big/input/train/a0229-kme_191.tif,228,1.6592302781719277,0.20895656318484954,0.013067200891445458
D:/fivekdataset_big/input/train/a0230-_DSC0126.tif,229,1.7174269414060943,0.11886795093597034,0.00959414750862172
